ticket_number,subject,description,department,category,priority,ward,is_spam,submit_count,created_at,resolution_hours,sla_breached,status
CMP-574975,Stray dog menace,"A pack of aggressive stray dogs has gathered near the children's park in Ward 8, attacking passersby.",general,general,low,Ward 8,0,1,2026-06-03T15:45:40.499022,48.34,0,pending
CMP-221871,Property registration link,Unable to link my property tax ID to my mobile number on the municipal portal.,property_tax,property_tax,low,Ward 7,0,2,2026-05-25T16:42:40.499022,90.49,0,resolved
CMP-136476,Traffic light malfunction,The traffic lights at the main crossing are flashing yellow and causing traffic jams.,roads,roads,medium,Ward 1,0,2,2026-05-05T04:09:40.499022,109.7,1,resolved
CMP-372562,Streetlights broken,"None of the streetlights are working in our lane in Ward 5, making it extremely dark and unsafe at night.",electricity,electricity,low,Ward 5,0,1,2026-04-26T03:54:40.499022,8.37,0,resolved
CMP-754124,Transformer sparking,The electric transformer near the local market is sparking and emitting smoke. It could catch fire.,electricity,electricity,critical,Ward 6,0,1,2026-04-12T04:49:40.499022,1.52,0,resolved
CMP-831619,Water pipeline burst,There is a major water pipe burst on Main Street in Ward 1. Drinking water is leaking onto the road and pressure is low.,water,water,critical,Ward 1,0,1,2026-04-16T08:34:40.499022,5.62,1,resolved
CMP-710107,Dangling wire,A live high-voltage electrical cable has snapped and is hanging low over the road near Ward 10 school.,electricity,electricity,medium,Ward 10,0,2,2026-05-18T12:24:40.499022,8.25,0,resolved
CMP-239989,Contaminated water,The drinking water supplied today is yellow and smells like drainage. It is completely unfit for consumption.,water,water,medium,Ward 5,0,2,2026-04-26T03:08:40.499022,15.45,0,resolved
CMP-106508,Low water pressure,The municipal water pressure is extremely low. It takes hours to fill a single bucket.,water,water,medium,Ward 9,0,1,2026-05-19T19:07:40.499022,11.42,0,resolved
CMP-978804,Property registration link,Unable to link my property tax ID to my mobile number on the municipal portal.,property_tax,property_tax,low,Ward 5,0,2,2026-05-15T04:15:40.499022,47.11,0,resolved
CMP-458304,Road flooding,"Every time it rains, the street gets flooded with knee-deep water because the roadside storm drains are blocked.",roads,roads,low,Ward 1,0,2,2026-04-06T20:03:40.499022,80.25,0,resolved
CMP-852019,Promotional Alert,"Online casino! Sign up now and get 100 free spins. Play roulette, blackjack, win real cash!",general,spam,low,Ward 10,1,5,2026-04-28T16:37:40.499022,0.0,0,rejected
CMP-808667,Potholes on road,Huge potholes have formed on the main road in Ward 6. Multiple two-wheelers have skidded today.,roads,roads,low,Ward 6,0,1,2026-05-06T15:46:40.499022,186.78,1,resolved
CMP-321579,No water supply,We have not received any drinking water supply for the last 3 days in Ward 5. Please look into this urgently.,water,water,low,Ward 5,0,2,2026-05-24T08:43:40.499022,31.67,0,resolved
CMP-508849,Street vendor encroachment,Street vendors have blocked the entire entrance gate of our society in Ward 1.,general,general,low,Ward 1,0,1,2026-05-24T07:09:40.499022,83.43,0,rejected
CMP-677439,Double payment charge,I paid my electricity bill through the portal. The money was debited twice but the status is still unpaid.,billing,billing,low,Ward 2,0,2,2026-04-22T10:09:40.499022,48.19,0,resolved
CMP-249692,Incorrect tax rebate,The senior citizen tax discount was not applied to my online tax calculation.,property_tax,property_tax,low,Ward 7,0,1,2026-05-16T03:06:40.499022,60.36,0,resolved
CMP-596783,Property registration link,Unable to link my property tax ID to my mobile number on the municipal portal.,property_tax,property_tax,low,Ward 1,0,1,2026-05-28T16:10:40.499022,127.78,1,resolved
CMP-631842,Open manhole,A deep sewer manhole is lying open on the middle of the road. This is a death trap for drivers.,roads,roads,low,Ward 6,0,1,2026-04-30T01:52:40.499022,74.44,0,resolved
CMP-806718,Street vendor encroachment,Street vendors have blocked the entire entrance gate of our society in Ward 1.,general,general,low,Ward 1,0,2,2026-04-27T13:44:40.499022,56.61,0,resolved
CMP-612426,Stray dog menace,"A pack of aggressive stray dogs has gathered near the children's park in Ward 6, attacking passersby.",general,general,low,Ward 6,0,1,2026-06-01T02:50:40.499022,91.31,0,resolved
CMP-606584,No receipt generated,"The payment for property tax was successful, but no digital receipt was generated or sent.",billing,billing,low,Ward 2,0,1,2026-04-19T18:48:40.499022,30.44,0,resolved
CMP-555420,Loudspeaker noise pollution,Loud music is being played at high volume after midnight from the party hall near Ward 2 hospital.,general,general,low,Ward 2,0,1,2026-05-23T15:28:40.499022,100.74,0,resolved
CMP-147739,Transformer sparking,The electric transformer near the local market is sparking and emitting smoke. It could catch fire.,electricity,electricity,critical,Ward 3,0,2,2026-04-18T12:09:40.499022,1.38,0,resolved
CMP-568766,Broken footpath,The pedestrian footpath is completely broken and blocked by debris near Ward 7 metro station.,roads,roads,medium,Ward 7,0,1,2026-04-15T20:57:40.499022,100.25,1,resolved
CMP-850128,Broken footpath,The pedestrian footpath is completely broken and blocked by debris near Ward 7 metro station.,roads,roads,medium,Ward 7,0,1,2026-05-28T04:28:40.499022,76.01,1,resolved
CMP-201447,Stray dog menace,"A pack of aggressive stray dogs has gathered near the children's park in Ward 3, attacking passersby.",general,general,low,Ward 3,0,2,2026-04-21T20:22:40.499022,61.58,0,resolved
CMP-148533,Low water pressure,The municipal water pressure is extremely low. It takes hours to fill a single bucket.,water,water,medium,Ward 4,0,2,2026-05-22T17:45:40.499022,10.39,0,resolved
CMP-795055,Traffic light malfunction,The traffic lights at the main crossing are flashing yellow and causing traffic jams.,roads,roads,medium,Ward 4,0,2,2026-05-10T21:18:40.499022,59.93,0,resolved
CMP-940862,Low water pressure,The municipal water pressure is extremely low. It takes hours to fill a single bucket.,water,water,medium,Ward 7,0,2,2026-05-09T22:38:40.499022,11.65,0,resolved
CMP-124942,Transformer sparking,The electric transformer near the local market is sparking and emitting smoke. It could catch fire.,electricity,electricity,critical,Ward 10,0,1,2026-04-16T11:03:40.499022,1.41,0,resolved
CMP-904405,Dead animal removal,A dead stray dog is lying on the side of the road near Ward 7 park. It is smelling terrible.,sanitation,sanitation,low,Ward 7,0,2,2026-04-26T20:50:40.499022,51.96,0,resolved
CMP-123312,Incorrect billing amount,"I received a water bill of Rs. 15,000 this month. Our typical bill is Rs. 300. This is a calculation error.",billing,billing,low,Ward 7,0,2,2026-05-21T00:29:40.499022,21.55,0,resolved
CMP-758050,Streetlights broken,"None of the streetlights are working in our lane in Ward 3, making it extremely dark and unsafe at night.",electricity,electricity,low,Ward 3,0,1,2026-04-24T11:49:40.499022,13.36,0,resolved
CMP-227470,Double payment charge,I paid my electricity bill through the portal. The money was debited twice but the status is still unpaid.,billing,billing,low,Ward 6,0,1,2026-05-16T08:20:40.499022,32.27,0,resolved
CMP-891234,Incorrect tax rebate,The senior citizen tax discount was not applied to my online tax calculation.,property_tax,property_tax,low,Ward 7,0,1,2026-05-31T07:29:40.499022,91.18,0,resolved
CMP-643576,Tax assessment error,My house tax assessment shows double the square footage of my actual property. Need correction.,property_tax,property_tax,low,Ward 10,0,2,2026-05-30T09:02:40.499022,127.32,1,rejected
CMP-855196,Contaminated water,The drinking water supplied today is yellow and smells like drainage. It is completely unfit for consumption.,water,water,medium,Ward 1,0,1,2026-04-29T16:38:40.499022,10.19,0,resolved
CMP-103073,Tax assessment error,My house tax assessment shows double the square footage of my actual property. Need correction.,property_tax,property_tax,low,Ward 6,0,2,2026-04-26T12:30:40.499022,60.03,0,resolved
CMP-674318,Incorrect billing amount,"I received a water bill of Rs. 15,000 this month. Our typical bill is Rs. 300. This is a calculation error.",billing,billing,low,Ward 5,0,1,2026-04-30T20:35:40.499022,35.07,0,rejected
CMP-809695,Low water pressure,The municipal water pressure is extremely low. It takes hours to fill a single bucket.,water,water,medium,Ward 4,0,2,2026-04-07T21:38:40.499022,19.33,0,rejected
CMP-391773,Incorrect tax rebate,The senior citizen tax discount was not applied to my online tax calculation.,property_tax,property_tax,low,Ward 5,0,1,2026-04-08T22:26:40.499022,127.08,1,resolved
CMP-709719,Water pipeline burst,There is a major water pipe burst on Main Street in Ward 9. Drinking water is leaking onto the road and pressure is low.,water,water,critical,Ward 9,0,1,2026-05-14T12:27:40.499022,2.48,0,resolved
CMP-622085,Promotional Alert,"Get rich quick, crypto tokens trading signal. Join our telegram channel for profits.",general,spam,low,Ward 1,1,6,2026-04-22T02:12:40.499022,0.0,0,rejected
CMP-801454,Incorrect tax rebate,The senior citizen tax discount was not applied to my online tax calculation.,property_tax,property_tax,low,Ward 1,0,1,2026-05-10T12:36:40.499022,47.68,0,resolved
CMP-209712,Streetlights broken,"None of the streetlights are working in our lane in Ward 1, making it extremely dark and unsafe at night.",electricity,electricity,low,Ward 1,0,2,2026-05-25T04:42:40.499022,8.9,0,resolved
CMP-450648,Road flooding,"Every time it rains, the street gets flooded with knee-deep water because the roadside storm drains are blocked.",roads,roads,low,Ward 10,0,2,2026-06-01T11:32:40.499022,57.62,0,resolved
CMP-391471,No water supply,We have not received any drinking water supply for the last 3 days in Ward 9. Please look into this urgently.,water,water,low,Ward 9,0,2,2026-05-08T21:51:40.499022,19.73,0,resolved
CMP-281495,Incorrect tax rebate,The senior citizen tax discount was not applied to my online tax calculation.,property_tax,property_tax,low,Ward 3,0,1,2026-05-29T13:22:40.499022,76.36,0,resolved
CMP-435476,Clogged storm drain,"The drainage canal next to our housing society is filled with plastic bottles and black mud, emitting a bad odour.",sanitation,sanitation,low,Ward 2,0,1,2026-04-09T06:39:40.499022,50.32,0,resolved
CMP-594154,Traffic light malfunction,The traffic lights at the main crossing are flashing yellow and causing traffic jams.,roads,roads,medium,Ward 10,0,1,2026-05-23T05:56:40.499022,47.54,0,resolved
CMP-855787,Incorrect tax rebate,The senior citizen tax discount was not applied to my online tax calculation.,property_tax,property_tax,low,Ward 7,0,2,2026-06-02T03:35:40.499022,66.03,0,pending
CMP-609701,Dead animal removal,A dead stray dog is lying on the side of the road near Ward 8 park. It is smelling terrible.,sanitation,sanitation,low,Ward 8,0,1,2026-04-09T21:03:40.499022,92.67,0,resolved
CMP-200074,Potholes on road,Huge potholes have formed on the main road in Ward 10. Multiple two-wheelers have skidded today.,roads,roads,low,Ward 10,0,2,2026-05-20T07:06:40.499022,61.02,0,resolved
CMP-419626,Property registration link,Unable to link my property tax ID to my mobile number on the municipal portal.,property_tax,property_tax,low,Ward 10,0,1,2026-04-15T06:14:40.499022,115.02,0,resolved
CMP-830941,Street vendor encroachment,Street vendors have blocked the entire entrance gate of our society in Ward 7.,general,general,low,Ward 7,0,1,2026-05-30T09:43:40.499022,65.06,0,rejected
CMP-215827,No garbage collection,The municipal waste collection truck has skipped our sector for the last four days.,sanitation,sanitation,low,Ward 10,0,1,2026-05-18T01:01:40.499022,56.91,0,resolved
CMP-849794,Loudspeaker noise pollution,Loud music is being played at high volume after midnight from the party hall near Ward 8 hospital.,general,general,low,Ward 8,0,2,2026-04-05T19:41:40.499022,37.26,0,resolved
CMP-910177,Public toilet unhygienic,The public toilet near Ward 2 bus stand has no running water and is extremely filthy.,sanitation,sanitation,low,Ward 2,0,2,2026-04-19T22:03:40.499022,72.89,0,resolved
CMP-504518,Street vendor encroachment,Street vendors have blocked the entire entrance gate of our society in Ward 10.,general,general,low,Ward 10,0,2,2026-05-25T10:42:40.499022,114.2,0,resolved
CMP-920976,No receipt generated,"The payment for property tax was successful, but no digital receipt was generated or sent.",billing,billing,low,Ward 5,0,1,2026-06-02T21:18:40.499022,36.74,0,pending
CMP-857037,Potholes on road,Huge potholes have formed on the main road in Ward 9. Multiple two-wheelers have skidded today.,roads,roads,low,Ward 9,0,2,2026-05-24T19:49:40.499022,72.0,0,resolved
CMP-445339,Water pipeline burst,There is a major water pipe burst on Main Street in Ward 5. Drinking water is leaking onto the road and pressure is low.,water,water,critical,Ward 5,0,2,2026-04-12T03:45:40.499022,4.78,1,resolved
CMP-657162,Street vendor encroachment,Street vendors have blocked the entire entrance gate of our society in Ward 9.,general,general,low,Ward 9,0,1,2026-06-03T03:33:40.499022,64.39,0,pending
CMP-820945,Public toilet unhygienic,The public toilet near Ward 5 bus stand has no running water and is extremely filthy.,sanitation,sanitation,low,Ward 5,0,1,2026-06-01T09:34:40.499022,61.58,0,resolved
CMP-592824,No receipt generated,"The payment for property tax was successful, but no digital receipt was generated or sent.",billing,billing,low,Ward 10,0,1,2026-05-21T09:31:40.499022,32.12,0,resolved
CMP-181385,Street vendor encroachment,Street vendors have blocked the entire entrance gate of our society in Ward 1.,general,general,low,Ward 1,0,2,2026-04-12T13:28:40.499022,54.77,0,rejected
CMP-743265,Garbage dump overflow,The municipal garbage bin has not been cleared for a week. Garbage is spilling and dogs are scattering it.,sanitation,sanitation,low,Ward 5,0,2,2026-05-17T22:17:40.499022,33.0,0,resolved
CMP-286679,No garbage collection,The municipal waste collection truck has skipped our sector for the last four days.,sanitation,sanitation,low,Ward 5,0,2,2026-04-25T06:41:40.499022,28.23,0,resolved
CMP-433492,Double payment charge,I paid my electricity bill through the portal. The money was debited twice but the status is still unpaid.,billing,billing,low,Ward 9,0,1,2026-04-25T13:17:40.499022,58.46,0,resolved
